BuildingType,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus
Multifamily LR (1-4),47.62657,-122.35334,1994,4,0,26964,22660,4304,Multifamily Housing,97,24.4,24,552268,544494,54.9,54.6,111437,380224,1643,164270,0,9.7,0.4,Compliant
Multifamily MR (5-9),47.61386,-122.3489,1998,8,0,139301,139301,0,Multifamily Housing,,34.5,33.9,3364086,3310674,93.9,92.6,930356,3174373,1363,136300,0,15.7,0.1,Compliant
NonResidential,47.64168,-122.32562,1959,4,0,50333,32297,18036,Office,78,33,32.1,1660152,1615575,92.4,89.9,473498,1615575,0,0,0,4.3,0.1,Compliant
NonResidential,47.6404,-122.32553,1986,4,0,57432,35526,21906,Office,,62.2,61.1,2125171,2086032,174.2,171,611381,2086032,0,0,0,5.6,0.2,Compliant
NonResidential,47.63995,-122.32557,1969,3,0,25912,17956,7956,Office,,43.1,43.4,746985,753055,120.7,121.7,220708,753055,0,0,0,2,0.1,Compliant
NonResidential,47.64113,-122.32625,2000,3,0,57132,35224,21908,Office,69,55.1,55.1,1857007,1857007,154.3,154.3,544258,1857007,0,0,0,5,0.1,Compliant
Multifamily MR (5-9),47.54539,-122.37544,1968,6,0,49510,49510,0,Multifamily Housing,36,55.1,53.3,2729253,2638104,137.1,132.3,632678,2158697,4794,479407,0,31.2,0.6,Compliant
Multifamily LR (1-4),47.54371,-122.37605,1977,3,0,23664,23664,0,Multifamily Housing,24,51.5,50.1,1139455,1109224,144.2,140.4,325095,1109224,0,0,0,3,0.1,Compliant
Multifamily LR (1-4),47.54733,-122.37377,2006,3,0,42169,41369,800,Multifamily Housing,69,30.7,30.1,1125526,1102070,86,84.2,322998,1102070,0,0,0,2.9,0.1,Compliant
Multifamily LR (1-4),47.54634,-122.37349,2006,4,0,56334,56334,0,Multifamily Housing,82,33.9,33.3,1930304,1893274,74.8,73.4,367299,1253224,6400,640050,0,37.3,0.7,Compliant
Multifamily LR (1-4),47.54542,-122.3734,2008,3,0,144682,144682,0,Senior Care Community,98,30.8,30.3,4455548,4390704,75.7,74.4,1030576,3516325,8744,874380,0,55.8,0.4,Compliant
NonResidential,47.52172,-122.35487,1957,2,0,24224,24224,0,Worship Facility,20,43.9,42.7,1063805,1033311,87.3,86,167289,570790,4625,462521,0,26.1,1.1,Compliant
NonResidential,47.51989,-122.35489,1963,1,0,23706,23706,0,Worship Facility,73,18.5,17.5,439055,415034,30.5,29.4,43890,149752,2653,265282,0,14.5,0.6,Compliant
Multifamily MR (5-9),47.62742,-122.35361,1963,5,0,27288,27288,0,Multifamily Housing,81,47.6,45.3,1299913,1237497,70.9,68.5,95374,325415,9121,912082,0,49.3,1.8,Compliant
NonResidential,47.5465,-122.31704,1963,1,0,31900,31900,0,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
Multifamily LR (1-4),47.58229,-122.40147,1957,3,0,20184,20184,0,Multifamily Housing,100,8.3,8.1,168468,163791,23.4,22.7,48004,163791,0,0,0,0.4,0,Compliant
NonResidential,47.5219,-122.38787,1917,1,0,49066,49066,0,Social/Meeting Hall,,87.8,81.8,4301458,4010315,109.6,103.4,143204,488612,35217,3521703,0,188.3,3.8,Compliant
NonResidential,47.52097,-122.38688,1952,3,0,30740,30740,0,Worship Facility,,45,42.8,1795006,1709669,73.2,71,173964,593565,11161,1116104,0,60.9,2,Compliant
Multifamily LR (1-4),47.52481,-122.26961,1962,4,0,21540,21540,0,Multifamily Housing,76,38.3,37.2,825276,801311,107.3,104.2,234851,801311,0,0,0,2.1,0.1,Compliant
Multifamily LR (1-4),47.52175,-122.26466,1947,2,0,332900,332900,0,Multifamily Housing,,41,39.7,13638040,13225309,114.7,111.2,3876116,13225308,0,0,0,35.3,0.1,Compliant
NonResidential,47.52262,-122.26922,1959,1,2,67450,67450,0,Supermarket/Grocery Store,86,88.3,88.3,3777094,3777094,205.5,205.5,807785,2756162,10209,1020932,0,61.6,0.9,Compliant
SPS-District K-12,47.69497,-122.38704,1958,1,0,39971,39971,0,K-12 School,58,47.5,45.1,2025225,1923190,77.4,74.9,197023,672242,12509,1250947,0,68.2,1.7,Compliant
Multifamily MR (5-9),47.64163,-122.34634,2006,6,0,67796,56035,11761,Multifamily Housing,11,72.1,69.7,4038352,3908356,165.2,160.8,821766,2803865,10133,1013343,0,61.3,1.1,Compliant
Multifamily LR (1-4),47.64115,-122.34575,1987,4,0,120693,112150,8543,Multifamily Housing,82,33.9,32.9,4097373,3972465,71,69,695648,2373550,15989,1598915,0,91.3,0.8,Compliant
NonResidential,47.65649,-122.37507,1948,1,0,46970,46970,0,Non-Refrigerated Warehouse,,10.8,10.8,505777,505777,30.2,30.2,148235,505777,0,0,0,1.4,0,Not Compliant
NonResidential,47.63542,-122.37701,2008,1,0,21301,21301,0,Strip Mall,,82,82.6,1660902,1672894,229.7,231.4,490297,1672894,0,0,0,4.5,0.2,Compliant
NonResidential,47.6331,-122.37582,1931,1,0,47554,47554,0,Non-Refrigerated Warehouse,,35.7,35,1109902,1088207,86,85.3,252788,862512,2257,225695,0,14.3,0.3,Compliant
NonResidential,47.63063,-122.37428,1979,2,0,43016,37616,5400,Office,94,38.3,36.9,1647812,1586777,46.5,45,45121,153954,14328,1432823,0,76.5,2,Compliant
NonResidential,47.63034,-122.37412,1931,1,0,24196,24196,0,Mixed Use Property,,36,35.2,872151,850881,82.1,81.2,179456,612302,2386,238579,0,14.3,0.6,Compliant
NonResidential,47.63128,-122.37387,1940,2,0,20671,20671,0,Office,93,35.4,33.3,731091,687353,53.4,51.1,56186,191708,4956,495645,0,26.8,1.3,Compliant
Multifamily LR (1-4),47.60194,-122.31115,1985,2,0,24150,24150,0,Multifamily Housing,40,41.6,39.6,837225,797604,116.5,111,233764,797604,0,0,0,2.1,0.1,Compliant
NonResidential,47.58065,-122.33356,1927,1,0,21600,21600,0,Non-Refrigerated Warehouse,61,26.7,25.4,577237,549090,44.2,42.8,58238,198707,3504,350383,0,19.1,0.9,Compliant
Multifamily MR (5-9),47.61393,-122.32384,1999,5,0,30418,30418,0,Multifamily Housing,,22.3,22.3,479468,479468,62.5,62.5,140524,479469,0,0,0,1.3,0,Compliant
Multifamily LR (1-4),47.62812,-122.3665,2000,4,0,21754,21754,0,Multifamily Housing,,64.2,63.4,1232881,1215673,111.6,110.7,141837,483949,7317,731724,0,40.2,1.8,Compliant
Multifamily LR (1-4),47.67472,-122.39807,1997,3,0,29378,29378,0,Multifamily Housing,44,37.9,37,932108,909030,84.5,82.9,181377,618859,2902,290171,0,17.1,0.6,Compliant
NonResidential,47.50959,-122.37395,1977,1,0,35844,35844,0,Worship Facility,26,26.2,26,940287,930673,73.5,72.7,272765,930674,0,0,0,2.5,0.1,Not Compliant
NonResidential,47.66116,-122.34172,1916,3,0,31774,31774,0,Office,76,44.4,44.4,1503247,1503247,124.4,124.4,440576,1503247,988,98758,0,9.3,0.3,Compliant
Multifamily LR (1-4),47.66124,-122.3435,2006,4,0,106218,79364,26854,Multifamily Housing,81,44.5,43.5,3018582,2948427,92.3,90.4,508659,1735546,12129,1212881,0,69.1,0.9,Compliant
Multifamily MR (5-9),47.66032,-122.34149,1997,5,0,217146,159507,57639,Multifamily Housing,27,56.3,55.5,8979815,8851883,113.5,111.3,1415683,4830310,40216,4021571,0,226.5,1.4,Compliant
Multifamily LR (1-4),47.69248,-122.30599,1979,2,0,33852,33852,0,Multifamily Housing,83,28,27.1,947293,916062,78.4,75.8,268482,916062,0,0,0,2.4,0.1,Compliant
Multifamily LR (1-4),47.69084,-122.37757,1976,3,0,20599,17514,3085,Multifamily Housing,,27.5,26.9,481181,471038,76.9,75.3,138053,471038,0,0,0,1.3,0.1,Compliant
Multifamily HR (10+),47.62395,-122.32442,1965,11,0,66150,54860,11290,Multifamily Housing,39,37.5,36.6,2481748,2424391,105,102.6,710548,2424391,0,0,0,6.5,0.1,Compliant
Multifamily LR (1-4),47.62339,-122.31337,1926,3,0,29896,25507,4389,Multifamily Housing,41,32,31,816886,790125,89.7,86.7,231572,790125,0,0,0,2.1,0.1,Compliant
Multifamily LR (1-4),47.62404,-122.31448,1910,3,0,20022,20022,0,Multifamily Housing,100,22.1,21.5,441986,429592,33,31.8,30924,105513,3241,324079,0,17.5,0.9,Account Requires Verification
Multifamily LR (1-4),47.69812,-122.32627,1984,3,0,49291,49291,0,Multifamily Housing,93,21.6,21,1064484,1033280,60.5,58.7,302837,1033280,0,0,0,2.8,0.1,Compliant
Multifamily HR (10+),47.60042,-122.30931,1972,10,0,97978,97978,0,Multifamily Housing,83,50.1,48.1,4911982,4710600,99.1,96.4,752647,2568032,21426,2142568,0,120.6,1.2,Compliant
Multifamily MR (5-9),47.59942,-122.31001,2008,6,0,87041,68459,18582,Multifamily Housing,,27.8,27.4,1937830,1908114,78,76.8,559236,1908114,0,0,0,5.1,0.1,Compliant
Multifamily MR (5-9),47.59938,-122.30875,2008,6,0,371442,221996,149446,Multifamily Housing,100,31,31,7503887,7503887,66,66,1353613,4618528,28854,2885360,0,165.6,0.7,Compliant
Multifamily LR (1-4),47.64069,-122.3429,1964,4,0,21608,21608,0,Multifamily Housing,87,23.9,23.1,515495,499723,66.8,64.8,146460,499723,0,0,0,1.3,0.1,Compliant
Multifamily LR (1-4),47.69069,-122.39256,1991,3,0,33733,24435,9298,Multifamily Housing,96,35.1,34.1,857662,833264,69.5,67.8,131079,447243,3860,386021,0,21.7,0.9,Compliant
NonResidential,47.56121,-122.33872,1953,1,0,26094,26094,0,Non-Refrigerated Warehouse,22,30.1,29.1,786113,758694,84.4,81.4,222360,758694,0,0,0,2,0.1,Compliant
NonResidential,47.56121,-122.33872,1983,2,0,23687,23687,0,Office,87,27.3,27.3,646696,646696,76.4,76.4,189536,646696,0,0,0,1.7,0.1,Compliant
NonResidential,47.56121,-122.33872,1983,2,0,24221,24221,0,Office,39,46,45.3,1115180,1096793,128.9,126.8,321452,1096793,0,0,0,2.9,0.1,Compliant
NonResidential,47.61833,-122.35871,1979,3,2,34030,34030,0,Office,32,58.9,58.3,2003845,1982648,145.8,145.1,478493,1632617,3500,350031,0,22.9,0.7,Compliant
NonResidential,47.60613,-122.34115,1900,1,0,43728,43728,0,Restaurant,,292.8,292.8,12802438,12802438,307.4,307.4,0,0,128024,12802438,0,679.9,15.5,Not Compliant
NonResidential,47.60546,-122.34091,1900,2,1,71919,57116,14803,Office,11,115.3,114,6817786,6735623,279.5,278.1,1568371,5351282,13843,1384341,0,87.8,1.5,Compliant
NonResidential,47.60546,-122.34091,1900,2,0,32027,32027,0,Office,37,116.1,116.1,3719340,3719340,217.7,217.7,513600,1752403,19669,1966937,0,109.1,3.4,Compliant
NonResidential,47.59549,-122.32538,1992,3,0,47836,40264,7572,Other - Lodging/Residential,,78.7,77.5,3409878,3359010,148.4,146.5,472605,1612529,17465,1746481,0,97.1,2.4,Compliant
NonResidential,47.58802,-122.32111,1914,3,0,34425,34425,0,Office,,33.7,32.8,2041301,1986937,68.1,67.4,335109,1143393,8435,843544,0,47.9,1.4,Not Compliant
Multifamily MR (5-9),47.61308,-122.31373,2009,7,0,142586,110478,32108,Multifamily Housing,54,57.7,57.2,6377314,6313936,118.3,117.1,1056199,3603751,27102,2710186,0,153.6,1.4,Account Requires Verification
SPS-District K-12,47.55226,-122.29629,1971,2,0,52609,52609,0,K-12 School,79,31.1,30.4,1638411,1598543,63.8,63,273965,934770,6638,663773,0,37.7,0.7,Compliant
Multifamily MR (5-9),47.58951,-122.39347,1993,6,0,29358,29358,0,Multifamily Housing,,29.4,29,863186,850459,64.3,63.9,164482,561213,2892,289246,0,16.9,0.6,Compliant
Multifamily MR (5-9),47.62374,-122.33338,1999,6,0,92841,70307,22534,Multifamily Housing,,37.3,37.2,1821007,1820286,101.3,101.4,509884,1739726,806,80561,0,8.9,0.1,Not Compliant
NonResidential,47.57296,-122.38643,1984,3,0,40304,28304,12000,Medical Office,16,80.1,80.1,1610528,1610528,224.3,224.3,472019,1610529,0,0,0,4.3,0.2,Compliant
Multifamily MR (5-9),47.69494,-122.37576,1981,5,0,82082,82082,0,Multifamily Housing,18,43.5,42.4,2718680,2646437,116.3,113.3,719941,2456439,1900,189998,0,16.6,0.2,Compliant
Multifamily LR (1-4),47.56198,-122.38978,1995,4,0,33852,33852,0,Multifamily Housing,96,34.4,33.6,1162853,1136982,56.7,55.9,117008,399232,7378,737750,0,40.3,1.2,Compliant
Multifamily HR (10+),47.60805,-122.33978,1985,13,0,154889,57099,97790,Multifamily Housing,80,27,26.1,4180734,4048124,59.6,58.1,795177,2713145,13350,1334979,0,78.1,1.4,Compliant
Multifamily MR (5-9),47.57108,-122.2916,2004,7,0,193946,172135,21811,Multifamily Housing,79,44,43.4,7567481,7465626,100.5,98.8,1535460,5238990,22266,2226638,0,132.2,0.8,Compliant
NonResidential,47.52878,-122.32771,1990,1,0,29619,29619,0,Distribution Center,52,46.8,44.1,1418868,1337107,76.1,73.3,136950,467272,8698,869835,0,47.4,1.6,Compliant
Multifamily LR (1-4),47.59769,-122.31036,1968,3,0,34846,34846,0,Multifamily Housing,81,28.7,28.1,1000999,977917,80.4,78.6,286611,977917,0,0,0,2.6,0.1,Compliant
NonResidential,47.59692,-122.30601,1922,2,0,21592,21592,0,K-12 School,9,87.5,81.6,1811432,1688581,134,126.5,141565,483020,12056,1205561,0,65.3,3,Compliant
Multifamily MR (5-9),47.60054,-122.31351,1980,6,0,62538,62538,0,Multifamily Housing,85,31.6,30.9,1985930,1940846,88.6,86.6,568829,1940846,0,0,0,5.2,0.1,Compliant
NonResidential,47.59976,-122.31441,1907,3,0,25200,25200,0,Office,,71.3,69.5,1710488,1668096,155.6,153.8,324712,1107916,5602,560180,0,32.7,1.3,Compliant
NonResidential,47.59693,-122.31124,1963,2,0,28296,28296,0,Office,24,65.8,64.8,1862966,1834911,142.4,142.2,351106,1197972,6369,636939,0,37,1.3,Compliant
Multifamily MR (5-9),47.60791,-122.3414,1982,5,0,124260,42360,81900,Parking,,44.6,43.1,1604020,1548755,124.9,120.5,453914,1548755,0,0,0,4.1,0.1,Compliant
Multifamily MR (5-9),47.61727,-122.30682,1998,6,0,71597,56981,14616,Multifamily Housing,,27.7,27,1577364,1539547,77.5,75.7,451216,1539547,0,0,0,4.1,0.1,Compliant
NonResidential,47.61744,-122.30514,1999,3,0,31357,31357,0,Office,46,70.2,68.8,2141717,2099604,184.1,181,555428,1895120,2045,204484,0,15.9,0.5,Compliant
NonResidential,47.55945,-122.33601,1968,1,0,160000,160000,0,Distribution Center,,,,,,,,,,,,,,,Account Requires Verification
NonResidential,47.55601,-122.33627,1960,1,0,53550,53550,0,Non-Refrigerated Warehouse,18,83.5,79.7,4473726,4269872,137.7,133.8,448670,1530862,27390,2739011,0,149.6,2.8,Compliant
NonResidential,47.55716,-122.33744,1924,1,0,38412,38412,0,Non-Refrigerated Warehouse,54,48.1,44.6,1924270,1784272,67,63.4,110694,377687,14066,1406585,0,75.7,2,Compliant
NonResidential,47.55662,-122.33728,1930,1,0,25881,25881,0,Self-Storage Facility,,19.2,18.4,497732,475821,53.8,51.5,139455,475821,0,0,0,1.3,0,Compliant
Multifamily MR (5-9),47.68195,-122.26481,1979,5,0,91560,91560,0,Multifamily Housing,85,27.8,27,2542225,2468632,77.7,75.5,723515,2468633,0,0,0,6.6,0.1,Compliant
Multifamily MR (5-9),47.59985,-122.30297,2001,5,0,23286,23286,0,Multifamily Housing,,35.9,35.4,879010,867044,100.4,99,254116,867044,0,0,0,2.3,0.1,Compliant
Multifamily LR (1-4),47.69644,-122.35504,1989,4,0,37456,37456,0,Multifamily Housing,80,27,26.3,1012565,984040,75.7,73.6,288406,984040,0,0,0,2.6,0.1,Compliant
Multifamily MR (5-9),47.61815,-122.32771,1963,8,0,50784,50784,0,Multifamily Housing,,,,,,,,419834,1432475,0,0,0,3.8,0.1,Not Compliant
Multifamily HR (10+),47.61249,-122.32303,1960,10,0,38220,38220,0,Multifamily Housing,100,11.6,11.6,535314,535314,32.6,32.6,156891,535313,0,0,0,1.4,0,Account Requires Verification
Multifamily LR (1-4),47.60838,-122.31049,1981,4,0,35251,35251,0,Multifamily Housing,66,22.4,21.8,789795,770087,62.7,61.2,225700,770087,0,0,0,2.1,0.1,Compliant
NonResidential,47.55498,-122.32497,1953,1,0,24291,24291,0,Office,79,36.6,35.5,880029,851855,77.5,76.3,157098,536017,3158,315838,0,18.2,0.7,Compliant
NonResidential,47.55458,-122.32639,1966,1,0,36544,36544,0,Non-Refrigerated Warehouse,7,33.4,32.8,1222070,1196932,93.6,91.7,350801,1196933,0,0,0,3.2,0.1,Compliant
Multifamily LR (1-4),47.69646,-122.31716,1999,4,0,35456,35456,0,Multifamily Housing,97,23.9,23.6,626656,619922,66.9,66.2,181689,619923,0,0,0,1.7,0,Compliant
NonResidential,47.69061,-122.31992,1931,2,0,23923,23923,0,K-12 School,48,40.5,38.4,969193,919765,76.8,74.1,135023,460698,4591,459067,0,25.6,1.1,Compliant
NonResidential,47.58387,-122.32092,1949,1,0,20796,20796,0,Non-Refrigerated Warehouse,,75,70.1,1560286,1457972,112.1,107,116124,396214,10618,1061758,0,57.4,2.8,Compliant
NonResidential,47.5822,-122.321,1947,1,0,21349,21349,0,Distribution Center,53,35.3,34.1,753351,728415,68.8,67.6,113692,387919,3405,340496,0,19.1,0.9,Compliant
NonResidential,47.58082,-122.32031,1936,1,0,38630,38630,0,Non-Refrigerated Warehouse,63,7,7,268257,268257,19.5,19.5,78622,268257,0,0,0,0.7,0,Compliant
NonResidential,47.58032,-122.32083,1950,1,0,20724,20724,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,94.4,88,1957277,1823903,124.4,117.6,87433,298321,15256,1525582,0,81.8,3.9,Compliant
NonResidential,47.5793,-122.32226,1960,1,0,24109,24109,0,Manufacturing/Industrial Plant,,183.8,183.8,4431102,4431102,514.6,514.6,1298682,4431103,0,0,0,11.8,0.5,Compliant
NonResidential,47.58118,-122.32211,1955,1,0,25375,25375,0,Refrigerated Warehouse,,79.9,79.9,2051705,2051705,223.7,223.7,601320,2051705,0,0,0,5.5,0.2,Compliant
Nonresidential COS,47.5829,-122.32417,1985,1,0,22803,22803,0,Non-Refrigerated Warehouse,66,39,37.5,888524,854943,72.1,70.6,119224,406791,4482,448152,0,24.9,1.1,Compliant
Nonresidential COS,47.5829,-122.32417,1985,1,0,23100,23100,0,Laboratory,,175.5,170.3,4380491,4251108,294.5,290.6,467250,1594256,26569,2656852,0,145.4,6.3,Compliant
NonResidential,47.58252,-122.32193,1951,1,0,41550,41550,0,Non-Refrigerated Warehouse,28,66.4,63.1,2758545,2620488,98,94.3,195658,667585,19529,1952903,0,105.5,2.5,Compliant
NonResidential,47.52305,-122.31899,1994,2,0,54170,54170,0,Other,,80.7,80.7,4369062,4369062,155.8,155.8,644884,2200343,21687,2168720,0,121.1,2.2,Compliant
SPS-District K-12,47.52361,-122.32469,2000,2,0,64493,64493,0,K-12 School,66,28.8,28.8,1860366,1860366,74.1,74.1,473339,1615032,2453,245334,0,17.3,0.3,Compliant
NonResidential,47.55095,-122.27978,1912,2,0,42252,42252,0,K-12 School,44,60.1,55.6,2538778,2350314,75.8,70.9,88089,300560,20498,2049755,0,109.7,2.6,Compliant
NonResidential,47.54514,-122.28596,1955,1,0,23100,23100,0,Self-Storage Facility,,29.9,29.9,695063,695063,82.7,82.7,199667,681264,138,13799,0,2.6,0.1,Compliant
NonResidential,47.5419,-122.28302,1981,3,0,22895,22895,0,Worship Facility,79,23,21.4,527262,489807,43.3,40.9,70580,240821,2490,248986,0,13.9,0.6,Compliant
NonResidential,47.53922,-122.28295,2002,2,0,54211,36740,17471,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
Multifamily LR (1-4),47.52888,-122.26961,1921,3,0,22170,22170,0,Multifamily Housing,,48.1,47.3,1068759,1049100,112.1,109.6,223072,761122,2880,287978,0,17.3,0.8,Not Compliant
Multifamily LR (1-4),47.52827,-122.26955,1962,4,0,21640,21640,0,Multifamily Housing,96,25.5,25,552895,541653,71.5,70.1,158750,541653,0,0,0,1.4,0.1,Compliant
Multifamily LR (1-4),47.52971,-122.2696,2010,4,0,88043,66299,21744,Multifamily Housing,74,43.8,42.4,2901952,2812797,91.6,89,493450,1683652,11291,1129145,0,64.5,1,Compliant
SPS-District K-12,47.49917,-122.26306,1961,1,0,41428,41428,0,K-12 School,70,38.8,36.6,1606258,1517033,71,67.9,204602,698103,8189,818930,0,45.4,1.1,Compliant
Multifamily MR (5-9),47.57059,-122.29047,2005,7,0,289471,207915,81556,Multifamily Housing,80,53.7,52.9,11174838,11007546,103.4,102,1615569,5512321,54952,5495226,0,306.6,1.5,Compliant
Multifamily LR (1-4),47.67561,-122.324,1983,4,0,35577,28567,7010,Multifamily Housing,33,44,44,1257991,1257991,123.3,123.3,368696,1257991,0,0,0,3.4,0.1,Compliant
Multifamily LR (1-4),47.68124,-122.34493,2009,4,0,41474,27390,14084,Multifamily Housing,83,33.4,33.4,776776,776776,93.4,93.4,227660,776776,0,0,0,2.1,0.1,Compliant
Multifamily LR (1-4),47.69522,-122.31731,1970,3,0,22045,20176,1869,Multifamily Housing,80,25.9,25.9,568763,568763,72.4,72.4,166695,568763,0,0,0,1.5,0.1,Compliant
Multifamily LR (1-4),47.69175,-122.30396,1990,4,0,37091,25696,11395,Multifamily Housing,91,22.1,21.6,818629,800816,61.8,60.5,234706,800815,0,0,0,2.1,0.1,Compliant
Multifamily LR (1-4),47.69375,-122.30601,1994,3,0,65694,62440,3254,NA,,,,,,,,0,0,0,0,0,0,0,Not Compliant
Multifamily LR (1-4),47.69321,-122.30597,1990,3,0,30110,26012,4098,Multifamily Housing,98,19.7,19.3,511360,500760,55,53.9,146764,500760,0,0,0,1.3,0.1,Account Requires Verification
NonResidential,47.69316,-122.30487,2006,6,0,48179,41047,7132,Self-Storage Facility,,19.3,19.2,931652,924505,51.2,51,249256,850462,740,74043,0,6.2,0.2,Compliant
Multifamily LR (1-4),47.69744,-122.30455,1970,4,0,25300,25300,0,Multifamily Housing,92,24,23.5,608188,595544,67.3,65.9,174544,595543,0,0,0,1.6,0.1,Compliant
Multifamily LR (1-4),47.69694,-122.31729,1993,4,0,26390,18530,7860,Multifamily Housing,,62.7,62.7,909664,909664,175.6,175.6,266607,909664,0,0,0,2.4,0.1,Compliant
NonResidential,47.59294,-122.32555,1937,1,0,52325,52325,0,Non-Refrigerated Warehouse,56,17.1,16.4,896714,860631,37,36,164254,560433,3002,300198,0,17.4,0.3,Compliant
NonResidential,47.59322,-122.32491,1920,4,0,20600,20600,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,17.2,16.2,354235,332978,33.5,32,51921,177153,1558,155825,0,8.7,0.4,Compliant
Campus,47.59042,-122.32498,1991,0,10,230971,230971,0,Other,,83.4,81.3,19263444,18780292,188.5,185.6,3876092,13225226,55551,5555066,0,330.3,1.4,Compliant
NonResidential,47.58698,-122.32397,1944,1,0,25880,25880,0,Retail Store,100,10.5,10.5,270467,270467,29.3,29.3,79269,270467,0,0,0,0.7,0,Account Requires Verification
NonResidential,47.58336,-122.32525,1960,1,0,45842,45842,0,Non-Refrigerated Warehouse,100,5.7,5.3,412559,380661,10.5,9.7,50390,171929,2087,208732,0,11.5,0.3,Account Requires Verification
NonResidential,47.57936,-122.32322,1972,1,0,31365,31365,0,Other,,16.4,16.1,513171,504476,45.6,44.9,146966,501446,30,3030,0,1.5,0,Compliant
NonResidential,47.57959,-122.32557,1910,1,0,32100,32100,0,Other,,23.9,22.5,766355,722982,42.8,41.2,94242,321554,4014,401428,0,22.2,0.7,Compliant
NonResidential,47.57895,-122.32551,1966,1,0,20520,20520,0,Non-Refrigerated Warehouse,14,56.8,55.6,1165397,1141092,132.2,130.9,249239,850402,2907,290690,0,17.7,0.9,Compliant
NonResidential,47.57833,-122.32563,1945,1,0,22972,22972,0,Non-Refrigerated Warehouse,16,24.2,23.5,555162,540392,67.7,65.9,158380,540392,0,0,0,1.4,0.1,Not Compliant
NonResidential,47.57934,-122.32501,1953,1,0,24990,24990,0,Non-Refrigerated Warehouse,,24.4,23.5,790561,761179,53.7,52.3,149852,511295,2499,249884,0,14.6,0.6,Compliant
NonResidential,47.57667,-122.32542,1951,2,0,24000,24000,0,Retail Store,88,36.6,35.4,1010205,975961,79.3,77.3,185476,632843,3431,343117,0,19.9,0.8,Not Compliant
NonResidential,47.56845,-122.32732,1963,1,0,99931,99931,0,Non-Refrigerated Warehouse,,48.6,47,4856542,4694996,98.7,97,798189,2723420,19716,1971576,0,112,1.1,Compliant
NonResidential,47.56758,-122.32638,1966,1,0,24354,24354,0,Distribution Center,69,9.9,9.6,241624,234027,24.9,24,56878,194068,400,39959,0,2.6,0.1,Compliant
NonResidential,47.56823,-122.32506,1959,1,0,33600,33600,0,Distribution Center,46,23.9,23.5,804306,788237,57.4,56.9,181472,619183,1691,169054,0,10.6,0.3,Compliant
NonResidential,47.56671,-122.32446,1974,1,0,20819,20819,0,Manufacturing/Industrial Plant,,97.4,92.2,2028381,1919305,169.5,164,234362,799643,11197,1119662,0,61.6,3,Compliant
